#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Flye_136x2/Flye_assembly.fasta	contig_5	189011	189584	+	gspJ	1-570/570	========/======	3/4	100.00	95.64	vfdb	YP_404606	(gspJ) general secretion pathway protein J [T2SS (VF0333)] [Shigella dysenteriae Sd197]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Flye_136x2/Flye_assembly.fasta	contig_5	189581	190566	+	gspK	1-978/978	========/======	7/8	100.00	95.03	vfdb	YP_404607	(gspK) general secretion pathway protein K [T2SS (VF0333)] [Shigella dysenteriae Sd197]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Flye_136x2/Flye_assembly.fasta	contig_5	190882	191744	+	gspL	1-861/861	========/======	2/2	100.00	97.22	vfdb	YP_404608	(gspL) general secretion pathway protein L [T2SS (VF0333)] [Shigella dysenteriae Sd197]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Flye_136x2/Flye_assembly.fasta	contig_5	191859	192279	+	gspM	1-420/423	========/======	1/1	99.29	93.82	vfdb	YP_404609	(gspM) general secretion pathway protein M [T2SS (VF0333)] [Shigella dysenteriae Sd197]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Flye_136x2/Flye_assembly.fasta	contig_5	881361	882426	-	espR1	198-1253/1260	..======/======	6/10	83.81	93.06	vfdb	NP_287686	(espR1) Type III secretion system effector espR1 [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Flye_136x2/Flye_assembly.fasta	contig_6	99442	100191	-	entA	1-747/747	========/======	3/3	100.00	95.47	vfdb	NP_752614	(entA) 23-dihydro-23-dihydroxybenzoate dehydrogenase [Enterobactin (VF0228)] [Escherichia coli CFT073]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Flye_136x2/Flye_assembly.fasta	contig_6	100191	101050	-	entB	1-858/858	========/======	2/2	100.00	96.98	vfdb	NP_752613	(entB) isochorismatase [Enterobactin (VF0228)] [Escherichia coli CFT073]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Flye_136x2/Flye_assembly.fasta	contig_6	101064	102678	-	entE	1-1611/1611	========/======	6/6	99.94	95.48	vfdb	NP_752612	(entE) 23-dihydroxybenzoate-AMP ligase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228)] [Escherichia coli CFT073]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Flye_136x2/Flye_assembly.fasta	contig_6	102688	103879	-	entC	1-1188/1188	========/======	3/4	100.00	96.81	vfdb	NP_752611	(entC) isochorismate synthase 1 [Enterobactin (VF0228)] [Escherichia coli CFT073]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Flye_136x2/Flye_assembly.fasta	contig_6	104246	105206	+	fepB	1-957/957	========/======	4/4	100.00	96.67	vfdb	NP_752610	(fepB) ferrienterobactin ABC transporter periplasmic binding protein [Enterobactin (VF0228)] [Escherichia coli CFT073]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Flye_136x2/Flye_assembly.fasta	contig_6	105210	106463	-	entS	1-1251/1251	========/======	2/3	100.00	95.22	vfdb	NP_752609	(entS) enterobactin exporter iron-regulated [enterobactin (IA019)] [Escherichia coli CFT073]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Flye_136x2/Flye_assembly.fasta	contig_6	106562	107580	+	fepD	1-1017/1017	========/======	2/2	100.00	95.39	vfdb	NP_752608	(fepD) ferrienterobactin ABC transporter permease [Enterobactin (VF0228)] [Escherichia coli CFT073]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Flye_136x2/Flye_assembly.fasta	contig_6	107577	108572	+	fepG	1-993/993	========/======	3/3	100.00	94.18	vfdb	NP_752607	(fepG) iron-enterobactin ABC transporter permease [Enterobactin (VF0228)] [Escherichia coli CFT073]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Flye_136x2/Flye_assembly.fasta	contig_6	108569	109387	+	fepC	1-816/816	========/======	2/3	100.00	96.09	vfdb	NP_752606	(fepC) ferrienterobactin ABC transporter ATPase [Enterobactin (VF0228)] [Escherichia coli CFT073]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Flye_136x2/Flye_assembly.fasta	contig_6	110793	114627	-	entF	1-3827/3882	========/======	22/24	98.38	94.82	vfdb	NP_752604	(entF) enterobactin synthase multienzyme complex component ATP-dependent [Enterobactin (VF0228)] [Escherichia coli CFT073]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Flye_136x2/Flye_assembly.fasta	contig_6	114846	116048	-	fes	1-1203/1203	========/======	2/2	99.92	96.43	vfdb	NP_752602	(fes) enterobactin/ferric enterobactin esterase [enterobactin (IA019)] [Escherichia coli CFT073]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Flye_136x2/Flye_assembly.fasta	contig_6	116292	118537	+	fepA	1-2241/2241	========/======	13/13	99.82	95.64	vfdb	NP_752600	(fepA) ferrienterobactin outer membrane transporter [Enterobactin (VF0228)] [Escherichia coli CFT073]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Flye_136x2/Flye_assembly.fasta	contig_6	118562	119337	+	entD	1-771/771	========/======	4/5	100.00	93.43	vfdb	NP_752599	(entD) phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228)] [Escherichia coli CFT073]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Flye_136x2/Flye_assembly.fasta	contig_7	294738	295785	-	ompA	4-1041/1041	========/======	4/14	99.52	93.05	vfdb	AAF37887	(ompA) outer membrane protein A [OmpA (VF0236)] [Escherichia coli O18:K1:H7 str. RS218]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Flye_136x2/Flye_assembly.fasta	contig_7	375271	376107	-	csgG	1-834/834	========/======	2/3	100.00	82.68	vfdb	NP_460110	(csgG) curli production assembly/transport protein CsgG [Agf (VF0103)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Flye_136x2/Flye_assembly.fasta	contig_7	376134	376551	-	csgF	1-417/417	========/======	4/9	99.04	81.04	vfdb	NP_460111	(csgF) curli production assembly/transport protein CsgF [Agf (VF0103)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Flye_136x2/Flye_assembly.fasta	contig_7	376971	377621	-	csgD	1-651/651	===============	0/0	100.00	80.95	vfdb	NP_460113	(csgD) DNA-binding transcriptional regulator CsgD [curli fibers/thin aggregative fimbriae (AGF) (AI094)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Flye_136x2/Flye_assembly.fasta	contig_7	378378	378833	+	csgB	1-456/456	========/======	2/2	99.78	83.59	vfdb	NP_460114	(csgB) minor curlin subunit precursor curli nucleator protein CsgB [Agf (VF0103)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
