#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Unicycler_136x2/Unicycler_assembly.fasta	1	1063279	1063701	+	gspM	1-423/423	===============	0/0	100.00	94.09	vfdb	YP_404609	(gspM) general secretion pathway protein M [T2SS (VF0333)] [Shigella dysenteriae Sd197]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Unicycler_136x2/Unicycler_assembly.fasta	2	287527	288579	-	ompA	1-1041/1041	========/======	1/12	100.00	94.30	vfdb	AAF37887	(ompA) outer membrane protein A [OmpA (VF0236)] [Escherichia coli O18:K1:H7 str. RS218]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Unicycler_136x2/Unicycler_assembly.fasta	2	367814	368647	-	csgG	1-834/834	===============	0/0	100.00	83.09	vfdb	NP_460110	(csgG) curli production assembly/transport protein CsgG [Agf (VF0103)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Unicycler_136x2/Unicycler_assembly.fasta	2	368674	369090	-	csgF	1-417/417	========/======	3/8	99.04	81.23	vfdb	NP_460111	(csgF) curli production assembly/transport protein CsgF [Agf (VF0103)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Unicycler_136x2/Unicycler_assembly.fasta	2	369509	370159	-	csgD	1-651/651	===============	0/0	100.00	81.11	vfdb	NP_460113	(csgD) DNA-binding transcriptional regulator CsgD [curli fibers/thin aggregative fimbriae (AGF) (AI094)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Unicycler_136x2/Unicycler_assembly.fasta	2	370913	371368	+	csgB	1-456/456	========/======	2/2	99.78	83.81	vfdb	NP_460114	(csgB) minor curlin subunit precursor curli nucleator protein CsgB [Agf (VF0103)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Unicycler_136x2/Unicycler_assembly.fasta	2	825969	826722	-	yagV/ecpE	1-754/756	===============	0/0	99.74	96.68	vfdb	NP_286006	(yagV/ecpE) E. coli common pilus chaperone EcpE [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Unicycler_136x2/Unicycler_assembly.fasta	2	826646	828289	-	yagW/ecpD	1-1644/1644	===============	0/0	100.00	98.60	vfdb	NP_286007	(yagW/ecpD) polymerized tip adhesin of ECP fibers [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Unicycler_136x2/Unicycler_assembly.fasta	2	828279	830804	-	yagX/ecpC	1-2526/2526	===============	0/0	100.00	98.61	vfdb	NP_286008	(yagX/ecpC) E. coli common pilus usher EcpC [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Unicycler_136x2/Unicycler_assembly.fasta	2	830830	831498	-	yagY/ecpB	1-669/669	===============	0/0	100.00	98.66	vfdb	NP_286009	(yagY/ecpB) E. coli common pilus chaperone EcpB [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Unicycler_136x2/Unicycler_assembly.fasta	2	831556	832143	-	yagZ/ecpA	1-588/588	===============	0/0	100.00	99.32	vfdb	NP_286010	(yagZ/ecpA) E. coli common pilus structural subunit EcpA [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Unicycler_136x2/Unicycler_assembly.fasta	2	832218	832808	-	ykgK/ecpR	1-591/591	===============	0/0	100.00	97.63	vfdb	NP_286011	(ykgK/ecpR) regulator protein EcpR [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Unicycler_136x2/Unicycler_assembly.fasta	2	835828	840069	+	fdeC	1-4245/4251	========/======	3/5	99.76	92.32	vfdb	YP_002390132	(fdeC) adhesin FdeC [FdeC (VF0506)] [Escherichia coli O45:K1:H7 str. S88]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Unicycler_136x2/Unicycler_assembly.fasta	2	1178696	1179466	-	entD	1-771/771	===============	0/0	100.00	94.03	vfdb	NP_752599	(entD) phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228)] [Escherichia coli CFT073]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Unicycler_136x2/Unicycler_assembly.fasta	2	1179491	1181731	-	fepA	1-2241/2241	===============	0/0	100.00	96.79	vfdb	NP_752600	(fepA) ferrienterobactin outer membrane transporter [Enterobactin (VF0228)] [Escherichia coli CFT073]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Unicycler_136x2/Unicycler_assembly.fasta	2	1181974	1183176	+	fes	1-1203/1203	===============	0/0	100.00	96.76	vfdb	NP_752602	(fes) enterobactin/ferric enterobactin esterase [enterobactin (IA019)] [Escherichia coli CFT073]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Unicycler_136x2/Unicycler_assembly.fasta	2	1183394	1187247	+	entF	1-3854/3882	===============	0/0	99.28	95.61	vfdb	NP_752604	(entF) enterobactin synthase multienzyme complex component ATP-dependent [Enterobactin (VF0228)] [Escherichia coli CFT073]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Unicycler_136x2/Unicycler_assembly.fasta	2	1188621	1189436	-	fepC	1-816/816	===============	0/0	100.00	96.94	vfdb	NP_752606	(fepC) ferrienterobactin ABC transporter ATPase [Enterobactin (VF0228)] [Escherichia coli CFT073]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Unicycler_136x2/Unicycler_assembly.fasta	2	1189433	1190425	-	fepG	1-993/993	===============	0/0	100.00	94.56	vfdb	NP_752607	(fepG) iron-enterobactin ABC transporter permease [Enterobactin (VF0228)] [Escherichia coli CFT073]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Unicycler_136x2/Unicycler_assembly.fasta	2	1190422	1191438	-	fepD	1-1017/1017	===============	0/0	100.00	95.67	vfdb	NP_752608	(fepD) ferrienterobactin ABC transporter permease [Enterobactin (VF0228)] [Escherichia coli CFT073]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Unicycler_136x2/Unicycler_assembly.fasta	2	1191537	1192787	+	entS	1-1251/1251	===============	0/0	100.00	95.52	vfdb	NP_752609	(entS) enterobactin exporter iron-regulated [enterobactin (IA019)] [Escherichia coli CFT073]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Unicycler_136x2/Unicycler_assembly.fasta	2	1192791	1193747	-	fepB	1-957/957	===============	0/0	100.00	97.28	vfdb	NP_752610	(fepB) ferrienterobactin ABC transporter periplasmic binding protein [Enterobactin (VF0228)] [Escherichia coli CFT073]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Unicycler_136x2/Unicycler_assembly.fasta	2	1194110	1195297	+	entC	1-1188/1188	===============	0/0	100.00	97.56	vfdb	NP_752611	(entC) isochorismate synthase 1 [Enterobactin (VF0228)] [Escherichia coli CFT073]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Unicycler_136x2/Unicycler_assembly.fasta	2	1195307	1196917	+	entE	1-1611/1611	===============	0/0	100.00	95.90	vfdb	NP_752612	(entE) 23-dihydroxybenzoate-AMP ligase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228)] [Escherichia coli CFT073]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Unicycler_136x2/Unicycler_assembly.fasta	2	1196931	1197788	+	entB	1-858/858	===============	0/0	100.00	97.32	vfdb	NP_752613	(entB) isochorismatase [Enterobactin (VF0228)] [Escherichia coli CFT073]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Unicycler_136x2/Unicycler_assembly.fasta	2	1197788	1198534	+	entA	1-747/747	===============	0/0	100.00	95.98	vfdb	NP_752614	(entA) 23-dihydro-23-dihydroxybenzoate dehydrogenase [Enterobactin (VF0228)] [Escherichia coli CFT073]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Unicycler_136x2/Unicycler_assembly.fasta	3	13898	14953	-	espR1	198-1253/1260	..=============	0/0	83.81	94.13	vfdb	NP_287686	(espR1) Type III secretion system effector espR1 [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Unicycler_136x2/Unicycler_assembly.fasta	3	261725	263622	+	espL1	1-1899/1899	========/======	1/1	99.95	94.79	vfdb	NP_288154	(espL1) Type III secretion system effector espL1 [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Unicycler_136x2/Unicycler_assembly.fasta	3	508258	509562	-	ybtS	1-1305/1305	===============	0/0	100.00	99.77	vfdb	NP_405477	(ybtS) salicylate synthase Irp9 [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Unicycler_136x2/Unicycler_assembly.fasta	3	509590	510870	-	ybtX	1-1281/1281	===============	0/0	100.00	99.61	vfdb	NP_405476	(ybtX) putative signal transducer [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Unicycler_136x2/Unicycler_assembly.fasta	3	510863	512665	-	ybtQ	1-1803/1803	===============	0/0	100.00	99.67	vfdb	NP_405475	(ybtQ) inner membrane ABC-transporter YbtQ [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Unicycler_136x2/Unicycler_assembly.fasta	3	512652	514454	-	ybtP	1-1803/1803	===============	0/0	100.00	99.72	vfdb	NP_405474	(ybtP) lipoprotein inner membrane ABC-transporter [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Unicycler_136x2/Unicycler_assembly.fasta	3	514621	515580	+	ybtA	1-960/960	===============	0/0	100.00	99.48	vfdb	NP_405473	(ybtA) transcriptional regulator YbtA [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Unicycler_136x2/Unicycler_assembly.fasta	3	515771	521878	+	irp2	1-6108/6108	===============	0/0	100.00	99.46	vfdb	NP_405472	(irp2) yersiniabactin biosynthetic protein Irp2 [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Unicycler_136x2/Unicycler_assembly.fasta	3	521966	531457	+	irp1	1-9492/9492	===============	0/0	100.00	99.73	vfdb	NP_405471	(irp1) yersiniabactin biosynthetic protein Irp1 [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Unicycler_136x2/Unicycler_assembly.fasta	3	531454	532554	+	ybtU	1-1101/1101	===============	0/0	100.00	99.64	vfdb	NP_405470	(ybtU) yersiniabactin biosynthetic protein YbtU [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Unicycler_136x2/Unicycler_assembly.fasta	3	532551	533354	+	ybtT	1-804/804	===============	0/0	100.00	99.50	vfdb	NP_405469	(ybtT) yersiniabactin biosynthetic protein YbtT [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Unicycler_136x2/Unicycler_assembly.fasta	3	533358	534935	+	ybtE	1-1578/1578	===============	0/0	100.00	99.68	vfdb	NP_405468	(ybtE) yersiniabactin siderophore biosynthetic protein [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Unicycler_136x2/Unicycler_assembly.fasta	3	535067	537088	+	fyuA	1-2022/2022	===============	0/0	100.00	99.80	vfdb	NP_405467	(fyuA) pesticin/yersiniabactin receptor protein [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Unicycler_136x2/Unicycler_assembly.fasta	4	129164	130744	+	espX4	1-1581/1581	========/======	2/2	99.94	92.98	vfdb	NP_290672	(espX4) Type III secretion system effector EspX4 [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Unicycler_136x2/Unicycler_assembly.fasta	4	160264	161556	-	espX5	1-1293/1293	===============	0/0	100.00	95.51	vfdb	NP_290699	(espX5) Type III secretion system effector EspX5 [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Unicycler_136x2/Unicycler_assembly.fasta	4	292151	292702	-	papX	1-552/552	===============	0/0	100.00	97.46	vfdb	NP_755457	(papX) PapX protein regulates flagellum synthesis to repress motility [P fimbriae (CVF425)] [Escherichia coli CFT073]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Unicycler_136x2/Unicycler_assembly.fasta	5	204379	205790	+	espX1	1-1422/1422	========/======	9/10	99.30	93.81	vfdb	NP_285716	(espX1) Type III secretion system effector EspX1 [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Unicycler_136x2/Unicycler_assembly.fasta	5	311602	312513	-	fimH	1-912/912	===============	0/0	100.00	97.48	vfdb	NP_757248	(fimH) FimH protein precursor [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Unicycler_136x2/Unicycler_assembly.fasta	5	312524	313027	-	fimG	1-504/504	===============	0/0	100.00	98.41	vfdb	NP_757247	(fimG) FimG protein precursor [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Unicycler_136x2/Unicycler_assembly.fasta	5	313040	313573	-	fimF	1-534/534	===============	0/0	100.00	96.63	vfdb	NP_757245	(fimF) FimF protein precursor [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Unicycler_136x2/Unicycler_assembly.fasta	5	313580	316216	-	fimD	1-2637/2637	===============	0/0	100.00	98.52	vfdb	NP_757244	(fimD) Outer membrane usher protein fimD precursor [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Unicycler_136x2/Unicycler_assembly.fasta	5	316283	317008	-	fimC	1-726/726	===============	0/0	100.00	98.90	vfdb	NP_757243	(fimC) Chaperone protein fimC precursor [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Unicycler_136x2/Unicycler_assembly.fasta	5	317045	317584	-	fimI	1-540/540	===============	0/0	100.00	98.52	vfdb	NP_757242	(fimI) Fimbrin-like protein fimI precursor [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Unicycler_136x2/Unicycler_assembly.fasta	5	317649	318253	-	fimA	1-606/606	========/======	1/1	99.83	90.59	vfdb	NP_757241	(fimA) Type-1 fimbrial protein A chain precursor [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Unicycler_136x2/Unicycler_assembly.fasta	5	318676	319272	-	fimE	1-597/597	===============	0/0	100.00	98.83	vfdb	NP_757240	(fimE) Type 1 fimbriae Regulatory protein fimE [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Unicycler_136x2/Unicycler_assembly.fasta	6	115961	117748	+	iucA	1-1788/1788	===============	0/0	100.00	94.24	vfdb	NP_755502	(iucA) aerobactin siderophore biosynthesis protein IucD [Aerobactin (VF0229)] [Escherichia coli CFT073]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Unicycler_136x2/Unicycler_assembly.fasta	6	117749	118696	+	iucB	1-948/948	===============	0/0	100.00	95.57	vfdb	NP_755501	(iucB) aerobactin siderophore biosynthesis protein IucB [Aerobactin (VF0229)] [Escherichia coli CFT073]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Unicycler_136x2/Unicycler_assembly.fasta	6	118696	120438	+	iucC	1-1743/1743	===============	0/0	100.00	96.04	vfdb	NP_755500	(iucC) aerobactin siderophore biosynthesis protein IucC [Aerobactin (VF0229)] [Escherichia coli CFT073]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Unicycler_136x2/Unicycler_assembly.fasta	6	120435	121756	+	iucD	1-1323/1338	========/======	1/1	98.80	96.30	vfdb	NP_755499	(iucD) L-lysine 6-monooxygenase IucD [Aerobactin (VF0229)] [Escherichia coli CFT073]	
/home/mirza/scratch/Genomics_Assignment_3/Assignment3_W25_files/data/Unicycler_136x2/Unicycler_assembly.fasta	6	121694	123995	+	iutA	1-2280/2280	========/======	3/24	99.96	88.41	vfdb	NP_755498	(iutA) ferric aerobactin receptor precusor IutA [Aerobactin (VF0229)] [Escherichia coli CFT073]	
